age,height,weight,activity_level,diet_quality,smoking_status,alcohol_consumption,sleep_hours,stress_level,health_tips
64,194,87,Low,Good,No,Yes,5,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
36,187,74,Low,Average,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
42,172,79,High,Average,No,No,7,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
42,172,93,Low,Good,Yes,Yes,6,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
32,177,66,Moderate,Average,No,Yes,4,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
46,153,60,High,Poor,No,No,9,Medium,Improve your diet by including more fruits and vegetables.
68,157,54,High,Poor,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
59,160,70,Low,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
37,167,74,High,Good,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
20,187,73,Moderate,Good,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health.
60,156,95,High,Poor,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
67,189,86,Low,Good,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
76,150,79,High,Poor,Yes,Yes,9,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
47,153,93,High,Average,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
19,165,71,Moderate,Average,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
39,194,60,High,Average,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night.
72,166,92,High,Good,No,No,7,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
35,165,52,Moderate,Average,No,Yes,9,Low,Limit alcohol consumption to maintain liver health.
73,150,55,Moderate,Poor,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
43,182,95,High,Poor,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
32,150,58,High,Poor,No,No,8,Medium,Improve your diet by including more fruits and vegetables.
75,161,72,Low,Average,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
40,174,84,Moderate,Poor,No,Yes,6,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
33,177,86,Low,Poor,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
68,199,95,Moderate,Average,Yes,No,8,Medium,Consider quitting smoking to improve your overall health.
36,167,82,Moderate,Good,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night.
29,180,93,High,Poor,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
72,169,53,High,Average,No,No,9,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
42,194,80,Low,Poor,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
23,177,92,Low,Good,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
61,162,94,Moderate,Good,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
24,160,83,Moderate,Average,Yes,No,9,Low,Consider quitting smoking to improve your overall health.
79,159,97,High,Good,No,No,7,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
59,159,85,Moderate,Average,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
78,195,99,Low,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
61,186,83,High,Poor,No,Yes,7,High,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
65,175,86,High,Average,No,Yes,4,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
30,178,90,Low,Poor,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
30,169,59,Low,Good,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
63,153,51,High,Poor,Yes,Yes,8,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
55,181,97,Moderate,Average,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
36,172,70,High,Poor,No,Yes,9,High,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
27,195,56,Moderate,Good,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night.
26,179,61,Moderate,Good,No,Yes,5,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
71,182,85,Moderate,Poor,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
58,182,86,High,Good,No,Yes,6,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
26,188,51,High,Poor,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
18,179,93,Low,Poor,Yes,No,8,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
50,197,55,Moderate,Poor,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
30,180,69,Low,Average,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
70,191,87,Low,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
38,164,77,Moderate,Average,No,Yes,9,Low,Limit alcohol consumption to maintain liver health.
75,189,88,Moderate,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
77,187,52,Moderate,Poor,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
71,154,75,Moderate,Poor,No,No,7,Low,Improve your diet by including more fruits and vegetables.
68,191,51,Moderate,Average,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
33,170,51,Low,Poor,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
41,173,63,Moderate,Average,No,No,8,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
72,166,62,High,Good,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
62,172,61,High,Good,No,Yes,4,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
35,156,69,High,Poor,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
41,174,69,Moderate,Good,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
27,177,50,High,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
63,173,99,Moderate,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health.
52,192,93,Moderate,Average,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night.
50,156,66,Low,Good,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
59,179,83,Low,Poor,Yes,No,8,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
24,155,91,High,Good,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
73,166,69,High,Poor,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
45,195,75,Low,Good,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
53,157,53,Moderate,Good,No,Yes,5,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
37,150,52,Moderate,Average,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
56,160,56,Low,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
19,194,59,High,Good,No,Yes,9,Low,Limit alcohol consumption to maintain liver health.
51,157,50,Low,Average,No,No,9,Low,Increase your physical activity to at least 30 minutes a day.
55,195,65,High,Good,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
51,185,97,Moderate,Average,Yes,No,7,High,Consider quitting smoking to improve your overall health.
51,151,89,Low,Poor,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
21,158,56,Moderate,Poor,No,Yes,7,High,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
40,177,80,Moderate,Good,No,No,8,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
55,193,69,Low,Poor,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
76,179,68,Moderate,Good,No,Yes,6,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
68,187,88,Low,Average,No,No,7,High,Increase your physical activity to at least 30 minutes a day.
51,188,51,Low,Good,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
21,165,71,Moderate,Average,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
31,193,80,Moderate,Poor,No,Yes,8,High,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
52,193,90,Moderate,Average,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night.
33,162,84,High,Average,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
61,162,67,High,Average,No,No,9,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
51,192,90,Moderate,Average,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
48,170,50,Low,Poor,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
59,172,71,Low,Poor,Yes,Yes,8,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
46,189,79,High,Poor,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
27,182,50,Moderate,Poor,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
29,198,79,Moderate,Good,Yes,Yes,9,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
43,186,85,Moderate,Average,Yes,No,8,Low,Consider quitting smoking to improve your overall health.
66,189,50,Low,Average,Yes,Yes,8,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
78,153,88,Moderate,Good,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
75,152,64,High,Good,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health.
27,160,85,Moderate,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
78,171,72,Moderate,Good,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night.
50,170,70,High,Average,Yes,No,7,High,Consider quitting smoking to improve your overall health.
39,173,98,Low,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
54,187,79,High,Average,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
29,178,64,Low,Average,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
53,180,89,Low,Poor,Yes,No,8,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
74,185,70,High,Average,Yes,No,7,Medium,Consider quitting smoking to improve your overall health.
75,170,73,High,Good,Yes,No,7,Medium,Consider quitting smoking to improve your overall health.
62,199,85,High,Average,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
20,188,62,High,Average,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night.
50,197,93,Low,Good,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
46,166,91,Moderate,Poor,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
54,174,79,Moderate,Good,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night.
74,181,52,High,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
28,150,99,Low,Poor,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
53,166,56,High,Average,Yes,No,7,Low,Consider quitting smoking to improve your overall health.
47,172,99,Low,Good,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
79,193,88,High,Poor,No,No,8,High,Improve your diet by including more fruits and vegetables.
61,180,95,Low,Average,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
59,168,80,Moderate,Average,No,Yes,7,High,Limit alcohol consumption to maintain liver health.
41,180,88,High,Poor,Yes,Yes,6,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
55,151,54,Low,Good,Yes,No,7,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
47,188,83,High,Average,No,Yes,8,Low,Limit alcohol consumption to maintain liver health.
51,188,97,Low,Poor,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
79,169,78,Moderate,Poor,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
53,192,74,Moderate,Poor,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
60,177,91,Moderate,Average,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night.
34,164,98,High,Average,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
38,168,53,Low,Average,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
51,195,67,Moderate,Average,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
21,196,95,High,Poor,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
49,199,55,Moderate,Poor,Yes,Yes,9,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
63,199,83,Low,Good,No,Yes,8,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
54,167,60,Moderate,Poor,No,No,7,Low,Improve your diet by including more fruits and vegetables.
26,167,50,High,Average,Yes,No,8,Low,Consider quitting smoking to improve your overall health.
42,171,83,Low,Average,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
43,155,68,High,Good,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
43,167,52,Moderate,Average,Yes,No,7,Medium,Consider quitting smoking to improve your overall health.
55,153,95,Moderate,Good,Yes,Yes,8,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
28,185,53,Low,Poor,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
50,164,69,High,Poor,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
21,194,77,High,Good,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health.
39,186,92,Low,Average,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
58,154,68,Moderate,Poor,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
31,152,90,High,Average,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
50,193,77,Moderate,Poor,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
60,193,54,Moderate,Average,No,Yes,7,Low,Limit alcohol consumption to maintain liver health.
23,156,62,Low,Poor,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
39,184,67,Low,Average,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
58,179,71,High,Poor,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
31,181,80,Low,Good,No,Yes,4,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
45,152,88,Low,Poor,No,Yes,6,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
52,171,91,Moderate,Average,Yes,No,9,High,Consider quitting smoking to improve your overall health.
18,191,60,Moderate,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
73,184,85,High,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
75,191,91,High,Poor,No,No,5,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
62,186,70,Moderate,Good,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health.
57,183,71,Low,Average,No,Yes,7,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
66,151,58,High,Good,Yes,Yes,5,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
65,174,67,Low,Average,No,No,9,Medium,Increase your physical activity to at least 30 minutes a day.
69,186,55,Moderate,Good,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night.
77,150,64,Low,Average,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
35,153,86,High,Poor,No,No,8,High,Improve your diet by including more fruits and vegetables.
50,184,67,High,Good,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
74,150,87,High,Average,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
50,156,73,Low,Average,No,No,5,Low,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
29,154,72,High,Poor,No,No,4,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
60,175,79,Low,Poor,No,Yes,9,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
24,180,67,High,Average,No,No,9,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
36,173,69,High,Poor,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
51,195,57,High,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health.
69,167,51,Low,Poor,Yes,No,7,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
70,180,97,High,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
23,185,72,High,Average,Yes,No,7,High,Consider quitting smoking to improve your overall health.
35,160,59,Low,Poor,No,No,7,Low,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
72,189,58,High,Good,No,No,8,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
28,180,69,Low,Poor,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
30,189,94,Low,Poor,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
59,172,75,High,Average,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
35,170,71,High,Average,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
49,178,76,Moderate,Poor,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
21,195,61,Low,Poor,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
58,187,91,Low,Average,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
52,198,64,Moderate,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
60,187,79,High,Average,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
48,153,94,Moderate,Average,No,Yes,9,Low,Limit alcohol consumption to maintain liver health.
24,192,68,Low,Average,No,No,8,Medium,Increase your physical activity to at least 30 minutes a day.
18,165,80,High,Good,No,No,9,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
22,170,89,Moderate,Good,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
22,157,83,High,Poor,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
62,199,70,Low,Good,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
18,176,84,Low,Good,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
69,164,84,Moderate,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
53,191,80,Low,Average,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
40,174,97,High,Poor,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
48,158,71,Moderate,Poor,Yes,No,9,Low,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
57,166,86,High,Average,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
47,158,55,Low,Poor,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
40,162,57,High,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
41,185,50,High,Average,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night.
67,187,83,Moderate,Good,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
44,159,94,Moderate,Good,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
72,177,58,Moderate,Good,Yes,Yes,9,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
74,151,54,Moderate,Average,No,Yes,4,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
29,163,91,High,Good,No,No,7,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
20,180,71,High,Average,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
